Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Mean L3 in medial lemniscus on FA skeleton (right),25304,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0546815288057648,0.0432338722877106,,,continuous-25304-both_sexes--irnt
Fat,100004,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.0562224335991747,-0.0257523432643716,,,continuous-100004-both_sexes--irnt
Central augmentation pressure during PWA,12680,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17176,,0.0573447869869084,0.0543564111619699,,,continuous-12680-both_sexes--irnt
Mean MD in cerebral peduncle on FA skeleton (right),25118,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0578285056369717,0.0364584862351312,,,continuous-25118-both_sexes--irnt
Mean L2 in anterior limb of internal capsule on FA skeleton (left),25265,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0578670000634094,0.0238529324517786,,,continuous-25265-both_sexes--irnt
Age at first episode of depression,20433,continuous,,Online follow-up > Mental health > Depression,,48418,,0.0582020070136251,-0.0401962623973724,,,continuous-20433-both_sexes--irnt
Weighted-mean FA in tract corticospinal tract (right),25497,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.0582279256443476,-0.035289007644983,,,continuous-25497-both_sexes--irnt
Weighted-mean L3 in tract cingulate gyrus part of cingulum (left),25627,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.0591084671765298,0.0400089812095974,,,continuous-25627-both_sexes--irnt
Valsartan,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1302,280241,0.0600700628605925,0.0734014875082665,,,categorical-20003-both_sexes-1141145660-
Mean FA in sagittal stratum on FA skeleton (left),25087,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0604040917360563,-0.0562036082406444,,,continuous-25087-both_sexes--irnt
Bunion/hallus valgus surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3517,149811,0.0605367698459699,0.0729245853081274,,,categorical-20004-both_sexes-1503-
Mean FA in posterior thalamic radiation on FA skeleton (left),25085,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0610059222929856,-0.0423145386490838,,,continuous-25085-both_sexes--irnt
Forced vital capacity (FVC),3062,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,255820,,0.0614445235983885,-0.00636633471329314,,,continuous-3062-both_sexes--irnt
Weighted-mean L3 in tract inferior fronto-occipital fasciculus (left),25635,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.0615136015521228,0.029895702672594,,,continuous-25635-both_sexes--irnt
Volume of grey matter in Planum Polare (left),25868,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.0618272063808095,0.0502222946137721,,,continuous-25868-both_sexes--irnt
Minimum carotid IMT (intima-medial thickness) at 240 degrees ,22679,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18561,,0.0619790897317036,-0.00710554344155579,,,continuous-22679-both_sexes--irnt
Maximum heart rate during fitness test,6033,continuous,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,53327,,0.0626046365064629,-0.019990963785083,,,continuous-6033-both_sexes--irnt
Z27.3 Pylorus,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1422,280164,0.0626723570020179,0.0720560853499736,,,categorical-41210-both_sexes-Z273-
Weighted-mean FA in tract anterior thalamic radiation (left),25490,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.062935344479777,-0.0301146315156644,,,continuous-25490-both_sexes--irnt
Mean MO in superior cerebellar peduncle on FA skeleton (right),25164,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0637582344741836,-0.0556419854148519,,,continuous-25164-both_sexes--irnt
Peak expiratory flow (PEF),3064,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,255820,,0.0640962056126841,-0.0085753833780206,,,continuous-3064-both_sexes--irnt
Haemoglobin concentration,30020,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273542,,0.0652905939363871,-0.00504366617796032,,,continuous-30020-both_sexes--irnt
Mean OD in middle cerebellar peduncle on FA skeleton,25392,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.0657729689599152,0.0517916551812271,,,continuous-25392-both_sexes--irnt
Haematocrit percentage,30030,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273542,,0.0660033729429214,-0.00415459905919232,,,continuous-30030-both_sexes--irnt
Sleeping too much,20534,categorical,,Online follow-up > Mental health > Depression,,7490,28718,0.0661977431487191,0.115624899740456,,,categorical-20534-both_sexes--
Mean ICVF in fornix cres+stria terminalis on FA skeleton (right),25382,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.0668836581457607,-0.038796781709651,,,continuous-25382-both_sexes--irnt
Mean ICVF in retrolenticular part of internal capsule on FA skeleton (left),25365,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.0669708553531871,-0.0108062870318833,,,continuous-25365-both_sexes--irnt
Y50.8 Other specified approach through abdominal cavity,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4558,277028,0.0678602926407764,0.0495723221117913,,,categorical-41210-both_sexes-Y508-
Mean FA in posterior thalamic radiation on FA skeleton (right),25084,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0682795121876368,-0.0481630345876411,,,continuous-25084-both_sexes--irnt
Starch,100023,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.0685746543975321,-0.0245049576721177,,,continuous-100023-both_sexes--irnt
Z27.2 Stomach,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,20131,261455,0.0689480575929061,0.0293246921562049,,,categorical-41210-both_sexes-Z272-
Touchscreen duration,630,continuous,,UK Biobank Assessment Centre > Procedural metrics > Process durations,,281430,,0.0691154022542469,0.00509428558969372,,,continuous-630-both_sexes--irnt
Weighted-mean ICVF in tract posterior thalamic radiation (right),25670,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.0703974247283624,-0.0225638920115952,,,continuous-25670-both_sexes--irnt
Mean MO in posterior thalamic radiation on FA skeleton (right),25180,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0704837986015749,-0.0548070559712137,,,continuous-25180-both_sexes--irnt
Volume of grey matter in Putamen (right),25883,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.0705115389799312,0.00946248031803671,,,continuous-25883-both_sexes--irnt
Mean L2 in cerebral peduncle on FA skeleton (right),25262,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0709113797019973,0.0418850544319924,,,continuous-25262-both_sexes--irnt
Mean FA in sagittal stratum on FA skeleton (right),25086,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0725612110282265,-0.0542392926124426,,,continuous-25086-both_sexes--irnt
Weighted-mean ICVF in tract posterior thalamic radiation (left),25669,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.0734216425655408,-0.0290664578446989,,,continuous-25669-both_sexes--irnt
Mean MO in inferior cerebellar peduncle on FA skeleton (left),25163,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0739656907971924,-0.0439655602255106,,,continuous-25163-both_sexes--irnt
Gaviscon liquid,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1507,280036,0.0740787224916518,0.0644687768278097,,,categorical-20003-both_sexes-1140865354-
Weighted-mean MD in tract uncinate fasciculus (right),25541,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.074967596070965,0.0226611330437471,,,continuous-25541-both_sexes--irnt
Basophill count,30160,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273110,,0.0757021811779681,-0.000560162434518824,,,continuous-30160-both_sexes--
Weighted-mean FA in tract cingulate gyrus part of cingulum (left),25492,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.0776772194712376,-0.0380984493873652,,,continuous-25492-both_sexes--irnt
Weighted-mean FA in tract inferior longitudinal fasciculus (right),25503,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.0777652217906181,-0.0320266320610251,,,continuous-25503-both_sexes--irnt
M15 Polyarthrosis,131868,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,5968,275617,0.0780964320042568,0.0631680185036529,,,icd_first_occurrence-131868-both_sexes--
Leg pain on walking,4728,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease,,22326,79304,0.0799894875984367,0.0366412821813528,,,categorical-4728-both_sexes--
Colonoscopy/sigmoidoscopy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,5489,276054,0.0802157412590486,0.0482453658176628,,,categorical-20004-both_sexes-1519-
Mean carotid IMT (intima-medial thickness) at 210 degrees ,22677,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18712,,0.0805338951939819,-0.0101889775010696,,,continuous-22677-both_sexes--irnt
Weighted-mean L3 in tract uncinate fasciculus (right),25649,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.0821841850942998,0.0106593757953935,,,continuous-25649-both_sexes--irnt
Weighted-mean FA in tract inferior longitudinal fasciculus (left),25502,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.0824139076878955,-0.0424057468157946,,,continuous-25502-both_sexes--irnt
"Diastolic blood pressure, automated reading",4079,continuous,,UK Biobank Assessment Centre > Physical measures > Blood pressure,,266297,,0.0829847669802705,-0.00898288745799153,,,continuous-4079-both_sexes--irnt
Beclomethasone,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1137,280406,0.0835961337231901,0.0796871403450544,,,categorical-20003-both_sexes-1140884654-
Weighted-mean FA in tract corticospinal tract (left),25496,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.08389118987049,-0.0478799933108154,,,continuous-25496-both_sexes--irnt
Mean L3 in anterior limb of internal capsule on FA skeleton (left),25313,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0849564661779543,0.0383972418081379,,,continuous-25313-both_sexes--irnt
Mean MD in anterior limb of internal capsule on FA skeleton (left),25121,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0861361544423335,0.0442830965183849,,,continuous-25121-both_sexes--irnt
Mean L3 in medial lemniscus on FA skeleton (left),25305,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0863956287828486,0.0500362085902886,,,continuous-25305-both_sexes--irnt
Irritable bowel syndrome,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,6678,274865,0.086886901787412,0.017145256441252,,,categorical-20002-both_sexes-1154-
Mean FA in cerebral peduncle on FA skeleton (left),25071,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0869594810414632,-0.0339117278862307,,,continuous-25071-both_sexes--irnt
Ever physically dependent on alcohol,20404,categorical,,Online follow-up > Mental health > Addictions,,571,1461,0.0871958311469292,,,,categorical-20404-both_sexes--
Mean FA in anterior corona radiata on FA skeleton (right),25078,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.0891318984135739,-0.0484151448829968,,,continuous-25078-both_sexes--irnt
Mean ICVF in posterior thalamic radiation on FA skeleton (right),25372,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.0891581150878611,-0.0264283197529846,,,continuous-25372-both_sexes--irnt
Basophill percentage,30220,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273112,,0.0893571133105074,0.00656846718549239,,,continuous-30220-both_sexes--irnt
Wisdom teeth surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,11050,270493,0.0893663414500572,0.031954391958984,,,categorical-20004-both_sexes-1480-
Mean ISOVF in superior longitudinal fasciculus on FA skeleton (left),25481,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.0895804240666102,0.0524392750563092,,,continuous-25481-both_sexes--irnt
Weighted-mean FA in tract posterior thalamic radiation (left),25507,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.0897362846952486,-0.0257416478801542,,,continuous-25507-both_sexes--irnt
Tramadol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3080,278463,0.0900068235060607,0.0619812613860467,,,categorical-20003-both_sexes-1140864992-
Volume of grey matter in Hippocampus (left),25886,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.0909210992135857,-0.0479152608127327,,,continuous-25886-both_sexes--irnt
