Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Diastolic brachial blood pressure,12698,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17413,,0.108192508587817,0.0170835559040152,,,continuous-12698-both_sexes--irnt
Anterior/posterior repair bladder/uterus,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2553,150775,0.109234711455488,0.00660311388023471,,,categorical-20004-both_sexes-1488-
Vitamin B6,100012,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.10946665363849,-0.0105878131702853,,,continuous-100012-both_sexes--irnt
Iron,100011,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.109608329329259,-0.010498077090011,,,continuous-100011-both_sexes--irnt
Y20.3 Biopsy of lesion of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2526,279060,0.1100000594658,0.00961525915821691,,,categorical-41210-both_sexes-Y203-
Recent changes in speed/amount of moving or speaking,20518,continuous,,Online follow-up > Mental health > Depression,,93185,,0.110133376668557,-0.00272667696032422,,,continuous-20518-both_sexes--
Anal surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1679,279864,0.110457541990291,0.0317244189331602,,,categorical-20004-both_sexes-1460-
Volume of grey matter in IX Cerebellum (vermis),25916,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.11055491715252,-0.00227457090518587,,,continuous-25916-both_sexes--irnt
Diastolic brachial blood pressure during PWA,12675,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17184,,0.111214618252679,0.0168212108130586,,,continuous-12675-both_sexes--irnt
Red blood cell (erythrocyte) count,30010,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273542,,0.11166467841177,-0.00363193206074107,,,continuous-30010-both_sexes--irnt
C75.1 Insertion of prosthetic replacement for lens NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,12702,268884,0.11232289666235,-0.0221194019536095,,,categorical-41200-both_sexes-C751-
Knee replacement/revision,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3454,278089,0.112420553296378,-0.0409520701819236,,,categorical-20004-both_sexes-1319-
Joint disorder,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1301,280242,0.112515749326275,0.0222102479951595,,,categorical-20002-both_sexes-1295-
Mean L3 in uncinate fasciculus on FA skeleton (right),25340,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.113138078364674,-0.0192886914184898,,,continuous-25340-both_sexes--irnt
H25.1 Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6366,275220,0.113993710436709,0.025340801490583,,,categorical-41200-both_sexes-H251-
Spine or back surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3291,278252,0.114192267460118,0.0226063620012053,,,categorical-20004-both_sexes-1320-
"Forced expiratory volume in 1-second (FEV1), predicted",20153,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,84144,,0.11563611956842,0.00334673949479604,,,continuous-20153-both_sexes--irnt
E16 Other disorders of pancreatic internal secretion,130718,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,1602,279983,0.116259304053975,0.0343559493171143,,,icd_first_occurrence-130718-both_sexes--
Ongoing addiction or dependence to over-the-counter medication,20504,categorical,,Online follow-up > Mental health > Addictions,,318,432,0.117012151648599,0.110448304293368,,,categorical-20504-both_sexes--
Mean L1 in middle cerebellar peduncle on FA skeleton,25200,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.117300159322277,0.0183681790039639,,,continuous-25200-both_sexes--irnt
Mean MD in anterior limb of internal capsule on FA skeleton (left),25121,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.118796775620116,0.0178492614460951,,,continuous-25121-both_sexes--irnt
S57.1 Debridement of skin NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1283,280303,0.118838924506512,0.0228952487574286,,,categorical-41210-both_sexes-S571-
T87.3 Excision or biopsy of axillary lymph node,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2041,151307,0.119727487031501,0.0395562158184483,,,categorical-41210-both_sexes-T873-
"Volume of grey matter in Parahippocampal Gyrus, anterior division (left)",25848,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.120170743113014,0.00350229505368016,,,continuous-25848-both_sexes--irnt
Mean OD in cingulum hippocampus on FA skeleton (left),25429,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.120900214196562,-0.018839190028148,,,continuous-25429-both_sexes--irnt
H68 Eustachian salpingitis and obstruction,131234,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,1481,280104,0.122565069858788,0.0369269388881781,,,icd_first_occurrence-131234-both_sexes--
Weighted-mean L1 in tract cingulate gyrus part of cingulum (left),25573,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.124842324315101,-0.00564405264531749,,,continuous-25573-both_sexes--irnt
Migraine,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,8216,273327,0.125241884015835,0.0260650747408891,,,categorical-20002-both_sexes-1265-
Volume of grey matter in VIIIa Cerebellum (left),25909,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.125407617810015,-0.00752472134391678,,,continuous-25909-both_sexes--irnt
H20.6 Fibreoptic endoscopic resection of lesion of colon NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2653,278933,0.126520428594828,0.00704523670922945,,,categorical-41200-both_sexes-H206-
P duration,12338,continuous,,"UK Biobank Assessment Centre > Physical measures > ECG at rest, 12-lead",,17339,,0.128852286210933,0.0170657994468984,,,continuous-12338-both_sexes--irnt
Volume of ventricular cerebrospinal fluid (normalised for head size),25003,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI,,16052,,0.12937426123977,0.0151495351054568,,,continuous-25003-both_sexes--irnt
Mean L2 in posterior corona radiata on FA skeleton (right),25274,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.12967656844118,-0.0186108881896435,,,continuous-25274-both_sexes--irnt
"Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (right)",25871,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.131292326529879,-0.0159604449336934,,,continuous-25871-both_sexes--irnt
Weighted-mean OD in tract superior longitudinal fasciculus (right),25699,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.132913884975977,-0.0184461590223115,,,continuous-25699-both_sexes--irnt
G47 Sleep disorders,131060,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,9445,272140,0.133382365419597,0.00847644762969699,,,icd_first_occurrence-131060-both_sexes--
"Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (left)",25870,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.134741704670584,-0.015924032012777,,,continuous-25870-both_sexes--irnt
O03 Spontaneous abortion,132168,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,3174,150173,0.135575032889061,0.0238332254596933,,,icd_first_occurrence-132168-both_sexes--
B26 Mumps,130216,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,3217,278368,0.135601827005458,-0.0406293857672063,,,icd_first_occurrence-130216-both_sexes--
Diclofenac,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,5795,275748,0.136286667429474,0.0104080948106713,,,categorical-20003-both_sexes-1140884488-
Volume of grey matter in Temporal Pole (right),25797,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.136965548016357,0.00129439874103387,,,continuous-25797-both_sexes--irnt
Mean L2 in pontine crossing tract on FA skeleton,25249,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.137430529567055,-0.00362023518176773,,,continuous-25249-both_sexes--irnt
B05 Measles,130184,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,5044,276541,0.137648544698354,-0.0324390474275277,,,icd_first_occurrence-130184-both_sexes--
Mean MO in corticospinal tract on FA skeleton (right),25158,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.138705262014026,-0.0178309179993321,,,continuous-25158-both_sexes--irnt
Other joint disorder,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1746,279797,0.139437031681496,0.0504205317398738,,,categorical-20002-both_sexes-1467-
Median T2star in pallidum (right),25033,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI,,14767,,0.139489546008921,0.018490788116492,,,continuous-25033-both_sexes--irnt
M67 Other disorders of synovium and tendon,131942,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,6536,275049,0.140700450678903,-0.0281573081131916,,,icd_first_occurrence-131942-both_sexes--
H26 Other cataract,131166,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,17311,264274,0.14070769418954,-0.0180182865134442,,,icd_first_occurrence-131166-both_sexes--
Y76.7 Arthroscopic approach to joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4890,276696,0.141430595515095,-0.0323033790422176,,,categorical-41210-both_sexes-Y767-
Unilateral oophorectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1692,151636,0.143213451666114,0.029851937207416,,,categorical-20004-both_sexes-1356-
Z47.2 Skin of temple,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1362,280224,0.143672115049103,0.0449382208019297,,,categorical-41210-both_sexes-Z472-
L85.1 Ligation of long saphenous vein,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3158,278428,0.143798177802443,-0.040624910049478,,,categorical-41200-both_sexes-L851-
Triglycerides,30870,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268345,,0.143860538941181,0.00101746564098664,,,continuous-30870-both_sexes--irnt
Hiatus hernia,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,6508,275035,0.144240097313627,-0.0281396249936194,,,categorical-20002-both_sexes-1474-
Kidney stone/ureter stone/bladder stone,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2231,279312,0.144339747191308,0.0159438201624395,,,categorical-20002-both_sexes-1197-
Body fat percentage,23099,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276563,,0.145041777954348,-0.0031337640273482,,,continuous-23099-both_sexes--irnt
Salbutamol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3329,278214,0.14551428353958,0.020653924628998,,,categorical-20003-both_sexes-1140881856-
X29.2 Continuous intravenous infusion of therapeutic substance NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3111,278475,0.145812379922983,-0.0406070263954317,,,categorical-41200-both_sexes-X292-
"Volume of grey matter in Parahippocampal Gyrus, posterior division (right)",25851,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.146808805231702,-0.0163090567206841,,,continuous-25851-both_sexes--irnt
Haemorroidectomy / piles surgery/ banding of piles,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4982,276561,0.147510066848393,-0.0322443059571204,,,categorical-20004-both_sexes-1483-
Mean L2 in posterior thalamic radiation on FA skeleton (left),25277,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.148652577244999,-0.00874100194901612,,,continuous-25277-both_sexes--irnt
M47 Spondylosis,131916,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,16228,265357,0.148734926002889,0.0120193334288953,,,icd_first_occurrence-131916-both_sexes--
Mean OD in splenium of corpus callosum on FA skeleton,25396,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.148761880818073,-0.01707235311453,,,continuous-25396-both_sexes--irnt
Volume of grey matter in Ventral Striatum (right),25891,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.149960479724618,-0.0154523862628758,,,continuous-25891-both_sexes--irnt
Systolic brachial blood pressure,12697,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17411,,0.1502160377688,0.0153871196656627,,,continuous-12697-both_sexes--irnt
