Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Vitamin D,30890,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,256790,,0.197988145246543,-0.0129681131386492,,,continuous-30890-both_sexes--irnt
Comparative body size at age 10,1687,continuous,,UK Biobank Assessment Centre > Touchscreen > Early life factors,,276654,,0.198768929768544,0.00880213636646698,,,continuous-1687-both_sexes--
"Medication for cholesterol, blood pressure or diabetes",6177,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,29093,97942,0.201070128409475,0.0418721004675726,,,categorical-6177-both_sexes-1-
Y50.8 Other specified approach through abdominal cavity,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4558,277028,0.201818421503164,0.0598730876483938,,,categorical-41210-both_sexes-Y508-
Weight change during worst episode of depression,20536,categorical,,Online follow-up > Mental health > Depression,,2829,42089,0.203071015493887,0.0478998942916894,,,categorical-20536-both_sexes-3-
K63.6 Coronary arteriography NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4010,277576,0.203900950678089,0.0542356650220372,,,categorical-41200-both_sexes-K636-
Ibuprofen,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,35252,246291,0.207292797981218,0.0393483446359892,,,categorical-20003-both_sexes-1140871310-
Trunk fat percentage,23127,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276550,,0.21383711579556,0.0017822182685954,,,continuous-23127-both_sexes--irnt
Mental health problems ever diagnosed by a professional,20544,categorical,,Online follow-up > Mental health > Mental distress,,19943,73183,0.217969810475119,0.0345127451152695,,,categorical-20544-both_sexes-11-
Z94.1 Bilateral operation,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,16541,265045,0.225378124409228,0.051748763665972,,,categorical-41210-both_sexes-Z941-
Urate,30880,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268235,,0.229313499640583,0.0100537864603698,,,continuous-30880-both_sexes--irnt
"J90 Pleural effusion, not elsewhere classified",131534,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,4781,276804,0.229753298388455,0.0425565299550122,,,icd_first_occurrence-131534-both_sexes--
Haemoglobin concentration,30020,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273542,,0.23170132081711,0.00951834958563448,,,continuous-30020-both_sexes--irnt
Osteoarthritis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,23012,258531,0.233052434482253,-0.0450111028273145,,,categorical-20002-both_sexes-1465-
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",6152,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,4693,276306,0.233202309536505,0.0490381682492622,,,categorical-6152-both_sexes-6-
Alcohol drinker status,20117,categorical,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,,9646,271512,0.23696870817977,0.0616621878408576,,,categorical-20117-both_sexes-1-
Heel bone mineral density (BMD) (right),4124,continuous,,UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel,,97843,,0.242640030786593,0.00755983788440774,,,continuous-4124-both_sexes--irnt
I51 Complications and ill-defined descriptions of heart disease,131356,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,4910,276675,0.246427215361339,0.0441197158621903,,,icd_first_occurrence-131356-both_sexes--
H22.9 Unspecified diagnostic endoscopic examination of colon,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,21348,260238,0.248083665415211,0.0310619185982462,,,categorical-41200-both_sexes-H229-
"Heel bone mineral density (BMD) T-score, automated (right)",4125,continuous,,UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel,,97895,,0.248289343847311,0.00731938516492453,,,continuous-4125-both_sexes--irnt
N95 Menopausal and other perimenopausal disorders,132152,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,21154,132193,0.249047235713647,-0.047205352461208,,,icd_first_occurrence-132152-both_sexes--
Bisoprolol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,4032,277511,0.249767812169879,0.0564283976075789,,,categorical-20003-both_sexes-1140879760-
Sitting height,20015,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,280890,,0.251189128267071,-0.00484052380255557,,,continuous-20015-both_sexes--irnt
G47 Sleep disorders,131060,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,9445,272140,0.251289743717379,0.0588275773822796,,,icd_first_occurrence-131060-both_sexes--
Z28.2 Caecum,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,16548,265038,0.251608028747834,0.0484062982021675,,,categorical-41210-both_sexes-Z282-
Seated height,51,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,280890,,0.252960677918053,-0.00259383652313813,,,continuous-51-both_sexes--irnt
IGF-1,30770,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,267102,,0.254729131806452,-0.0111772641064973,,,continuous-30770-both_sexes--irnt
Q22.1 Bilateral salpingoophorectomy,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5443,147905,0.255216591651452,0.0585705729191339,,,categorical-41210-both_sexes-Q221-
Q07.4 Total abdominal hysterectomy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6122,147226,0.259773328969352,0.0544078951562198,,,categorical-41200-both_sexes-Q074-
Y82.3 Application of local anaesthetic NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3831,277755,0.260191772108318,0.0588356813331865,,,categorical-41210-both_sexes-Y823-
N89 Other noninflammatory disorders of vagina,132140,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,7168,146179,0.262228904629152,0.0524473031562006,,,icd_first_occurrence-132140-both_sexes--
Mean corpuscular haemoglobin concentration,30060,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273537,,0.265966545207972,0.011587358043149,,,continuous-30060-both_sexes--irnt
Smoking compared to 10 years previous,3506,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,20857,,0.266619454949113,-0.000514992138749817,,,continuous-3506-both_sexes--
Haemorroidectomy / piles surgery/ banding of piles,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4982,276561,0.267885086133197,0.0446116219678707,,,categorical-20004-both_sexes-1483-
C-reactive protein,30710,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,267974,,0.267885817032457,-0.000659086147190126,,,continuous-30710-both_sexes--irnt
Maximum heart rate during fitness test,6033,continuous,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,53327,,0.270304265440285,0.022793335061742,,,continuous-6033-both_sexes--irnt
"J40 Bronchitis, not specified as acute or chronic",131484,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,5418,276167,0.273814747527569,0.0416450053610139,,,icd_first_occurrence-131484-both_sexes--
Leg fat percentage (left),23115,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276677,,0.276415807082553,0.00323965397634538,,,continuous-23115-both_sexes--irnt
Calcium,30680,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,246181,,0.278519364586724,0.00898792514691346,,,continuous-30680-both_sexes--irnt
Tonsillectomy +/- adenoids,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,41947,239596,0.284417739961413,-0.0326063440632352,,,categorical-20004-both_sexes-1478-
Colonoscopy/sigmoidoscopy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,5489,276054,0.29229296504294,0.0462480090382597,,,categorical-20004-both_sexes-1519-
G45.9 Unspecified diagnostic fibreoptic endoscopic examination of upper gastrointestinal tract,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,19994,261592,0.294255174438596,-0.0434924232533221,,,categorical-41200-both_sexes-G459-
LDL direct,30780,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268074,,0.297646227867899,0.00213761320373643,,,continuous-30780-both_sexes--irnt
Energy,100002,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.306196367369983,-0.0189427184589811,,,continuous-100002-both_sexes--irnt
Ever addicted to any substance or behaviour,20401,categorical,,Online follow-up > Mental health > Addictions,,5500,86796,0.307421615211774,0.0408120039419791,,,categorical-20401-both_sexes--
Mental health problems ever diagnosed by a professional,20544,categorical,,Online follow-up > Mental health > Mental distress,,5201,87879,0.309349525076789,0.0441404203458902,,,categorical-20544-both_sexes-6-
Deep venous thrombosis (dvt),20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,5615,275928,0.309982043076375,0.0348614091191419,,,categorical-20002-both_sexes-1094-
"Diastolic blood pressure, automated reading",4079,continuous,,UK Biobank Assessment Centre > Physical measures > Blood pressure,,266297,,0.310011355994704,-0.00317534811056405,,,continuous-4079-both_sexes--irnt
"Mother's age",1845,continuous,,UK Biobank Assessment Centre > Touchscreen > Family history,,110093,,0.310321856076973,-0.00866506728633687,,,continuous-1845-both_sexes--irnt
K64 Haemorrhoids and perianal venous thrombosis,131650,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,19426,262159,0.311548414556262,-0.0432105014177959,,,icd_first_occurrence-131650-both_sexes--
Neutrophill percentage,30200,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273112,,0.312476822045637,-0.0108112841205126,,,continuous-30200-both_sexes--irnt
Apolipoprotein B,30640,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,267235,,0.313302833052314,0.000675921621068582,,,continuous-30640-both_sexes--irnt
HDL cholesterol,30760,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,246179,,0.317984545502188,-0.00992162754425346,,,continuous-30760-both_sexes--irnt
Caesarean section / caesarian section,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,14489,138839,0.318956060705977,0.0545796924165038,,,categorical-20004-both_sexes-1477-
I50 Heart failure,131354,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,5395,276190,0.319739557226043,0.0336726621074703,,,icd_first_occurrence-131354-both_sexes--
Birth weight,20022,continuous,,UK Biobank Assessment Centre > Verbal interview > Early life factors,,160344,,0.321810337543674,0.01362428921372,,,continuous-20022-both_sexes--irnt
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",6152,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,5730,275269,0.322607742681634,0.0335164896047787,,,categorical-6152-both_sexes-5-
M06 Other rheumatoid arthritis,131850,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,5540,276045,0.322961334731382,0.0436340531324566,,,icd_first_occurrence-131850-both_sexes--
N64 Other disorders of breast,132104,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,7493,145854,0.323274776833414,0.0444953760813274,,,icd_first_occurrence-132104-both_sexes--
Forced vital capacity (FVC),3062,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,255820,,0.326267782872846,-0.00483017163399912,,,continuous-3062-both_sexes--irnt
Weight change during worst episode of depression,20536,categorical,,Online follow-up > Mental health > Depression,,18123,26795,0.327276538308676,0.0423030027432567,,,categorical-20536-both_sexes-0-
Varicose vein surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,11457,270086,0.329625590800312,0.0435310581478031,,,categorical-20004-both_sexes-1479-
M77 Other enthesopathies,131958,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,18811,262774,0.331006576884572,-0.0430043168853553,,,icd_first_occurrence-131958-both_sexes--
H61 Other disorders of external ear,131224,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,17767,263818,0.332043905888748,-0.043287078562597,,,icd_first_occurrence-131224-both_sexes--
I84 Haemorrhoids,131404,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,17624,263961,0.340266317306263,-0.0429178015982763,,,icd_first_occurrence-131404-both_sexes--
K40 Inguinal hernia,131612,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,14272,113966,0.340340794746801,-0.0465988559590869,,,icd_first_occurrence-131612-both_sexes--
